mention_a_id	mention_b_id	mention_a	mention_b	sim
22110_199805-315291-01	41113_200909-144855-01	virtual communities on the Internet	relevant communities	0.513128
22720_200301-320725-01	64110_199911-352087-01	community nurses	caring communities	0.60728747
22720_200301-320725-01	41113_199809-133812-03	community nurses	Counselors	0.47476366
22720_200301-320725-01	82110_201005-116637-02	community nurses	school nurses in decile 1-4 schools	0.4590804
22720_200301-320725-01	12951_199309-332468-01	community nurses	graduate nurses	0.6479998
22720_200301-320725-01	22110_200205-316589-01	community nurses	mentors	0.4632009
41113_201709-164566-01	23112_198906-292612-01	corporations	Investors	0.555963
41113_201709-164566-01	32110_199403-281849-01	corporations	business angels	0.47997016
41113_201709-164566-01	32720_201803-288750-01	corporations	Lobbyists	0.6590071
41113_201709-164566-01	21914_199906-49375-01	corporations	makers	0.49497896
41113_201709-164566-01	22110_200205-317143-03	corporations	debtors	0.48714083
41113_201709-164566-01	51951_201706-247239-02	corporations	stakeholders	0.5781163
41113_201709-164566-01	61620_200411-425725-02	corporations	bankers	0.46205896
41113_201709-164566-01	51320_197905-222136-02	corporations	inventors	0.52368474
41113_201709-164566-01	11320_201809-400007-02	corporations	Everyone who creates intellectual property	0.48599678
41113_201709-164566-01	81111_199004-254977-02	corporations	Billionaires	0.5854861
41113_201709-164566-01	86710_201004-267308-02	corporations	Capital owners	0.5040444
41113_201709-164566-01	21914_199906-49694-02	corporations	competitors	0.50441265
41113_201709-164566-01	21914_200305-56094-02	corporations	dictators	0.4830451
41113_201709-164566-01	21111_200706-61793-02	corporations	economists	0.4735366
41113_201709-164566-01	21112_201405-78293-02	corporations	Employment society	0.46617305
41113_201709-164566-01	11620_201409-398170-02	corporations	prostitutes	0.48009735
41113_201709-164566-01	61320_202011-434780-02	corporations	founders	0.59152657
41113_201709-164566-01	23113_199906-296433-02	corporations	Fraudsters	0.47197938
41113_201709-164566-01	61320_202011-433870-02	corporations	freelancers	0.47991008
41113_201709-164566-01	23113_200406-298799-02	corporations	the auditors	0.4748193
41113_201709-164566-01	14820_201904-205581-02	corporations	representatives of business interests	0.48753557
41113_201709-164566-01	61620_198411-412994-02	corporations	JOBS	0.4976223
41113_201709-164566-01	21111_201006-75206-02	corporations	jobseekers	0.45265386
41113_201709-164566-01	32720_200604-287431-02	corporations	millionaires	0.47125244
41113_201709-164566-01	51320_201005-235661-01	corporations	the Marxists	0.5081979
41113_201709-164566-01	21112_200706-65524-02	corporations	Socialists	0.51708007
41113_201709-164566-01	22110_200205-317912-02	corporations	those who take initiatives	0.49133006
41113_201709-164566-01	51620_201505-241148-02	corporations	providers	0.5234846
41113_201709-164566-01	21111_199111-31049-02	corporations	advocates	0.4692768
41113_201709-164566-01	21914_200305-55460-07	corporations	consultants	0.45323944
41113_201709-164566-01	64110_201409-354564-01	corporations	the people who have power	0.45383924
41113_201709-164566-01	51620_199705-230035-01	corporations	those who produce	0.5018625
41113_201709-164566-01	22110_200205-318840-01	corporations	coal miners	0.45177838
41113_201709-164566-01	13951_197501-181774-01	corporations	the large owners	0.46789378
41113_201709-164566-01	80710_201305-94428-01	corporations	merchants	0.4998814
41113_201709-164566-01	21111_199111-32808-01	corporations	external employees	0.47482634
41113_201709-164566-01	92436_201110-364900-01	corporations	their associates	0.52436584
41113_201709-164566-01	82110_201005-116016-01	corporations	business	0.64586216
41113_201709-164566-01	92436_201110-365176-01	corporations	their colleagues	0.50952274
21112_201006-77526-01	41113_199410-129079-02	the complainant	whistleblowers	0.4706312
21112_201006-77526-01	61620_200011-421778-03	the complainant	the negotiators	0.4516473
21112_201006-77526-01	41113_201709-165664-02	the complainant	Claimants	0.56108034
21112_201006-77526-01	41113_200209-137554-02	the complainant	critical consumers	0.45758626
21112_201006-77526-01	23113_199906-296433-02	the complainant	Fraudsters	0.47217909
21112_201006-77526-01	61620_198011-408792-02	the complainant	people who suffer from faulty economic and social policies	0.4526196
21112_201006-77526-01	43810_200710-103187-02	the complainant	the legislator	0.49329948
21112_201006-77526-01	86710_201404-271194-01	the complainant	the entitled persons	0.47790164
21112_201006-77526-01	22720_200301-320574-01	the complainant	the bidder	0.49079356
41953_201709-170246-01	51320_197905-222136-02	hackers	inventors	0.48725468
41953_201709-170246-01	81111_199004-254977-02	hackers	Billionaires	0.51281697
41953_201709-170246-01	42110_201309-16732-02	hackers	Creators	0.45637286
41953_201709-170246-01	21112_198712-29417-02	hackers	the attackers	0.52574277
41953_201709-170246-01	41113_200909-147152-04	hackers	developers	0.5500811
41953_201709-170246-01	21914_200305-56094-02	hackers	dictators	0.49989462
41953_201709-170246-01	23113_199906-296433-02	hackers	Fraudsters	0.5838816
41953_201709-170246-01	61320_202011-433870-02	hackers	freelancers	0.46005136
41953_201709-170246-01	41113_202109-173245-03	hackers	hidden investigators	0.48064047
41953_201709-170246-01	21111_201006-75206-02	hackers	jobseekers	0.47827944
41953_201709-170246-01	86710_201004-265829-02	hackers	the moderators	0.4876541
41953_201709-170246-01	92436_200109-360335-02	hackers	Neo-Nazis	0.45229518
41953_201709-170246-01	171101_201506-308944-02	hackers	the Crime Fighters	0.45435408
41953_201709-170246-01	23113_199906-296380-03	hackers	users	0.48526835
41953_201709-170246-01	51320_201505-240401-01	hackers	traitors	0.54573405
41953_201709-170246-01	51620_199204-227530-01	hackers	Tyrants	0.4647957
41953_201709-170246-01	51320_200505-234261-01	hackers	unauthorized persons	0.4600899
41953_201709-170246-01	86710_201004-266185-01	hackers	commandos	0.49903142
41953_201709-170246-01	41113_201709-164566-01	hackers	corporations	0.4516087
86110_201804-273185-01	80710_201305-93472-01	of quality	a quality society	0.67175287
22110_199805-315382-01	13229_199803-187840-01	concessionaries	the recipients of subsidies	0.45358953
97330_201112-387729-01	97710_201112-388802-01	protesters	detainees	0.4544981
97330_201112-387729-01	64110_201409-356406-01	protesters	striking workers	0.5040573
97330_201112-387729-01	41953_202109-180709-03	protesters	A proud people	0.4650286
97330_201112-387729-01	21112_198712-29417-02	protesters	the attackers	0.6072681
97330_201112-387729-01	41521_201309-161110-04	protesters	the EU supporters	0.47727954
97330_201112-387729-01	86710_201804-275228-04	protesters	freedom fighters	0.4572025
97330_201112-387729-01	51951_201505-243411-02	protesters	militia	0.45196146
97330_201112-387729-01	51110_201912-248390-02	protesters	Pedestrians	0.4930883
97330_201112-387729-01	12951_201309-343770-02	protesters	The survivors	0.48838627
97330_201112-387729-01	171101_201506-308944-02	protesters	the Crime Fighters	0.4953829
97330_201112-387729-01	21111_199111-31049-02	protesters	advocates	0.4977543
97330_201112-387729-01	62110_200810-95639-02	protesters	the losers	0.4599582
97330_201112-387729-01	41953_201709-170961-02	protesters	The pacifists	0.4852496
97330_201112-387729-01	51320_200106-232024-03	protesters	the signatories	0.4576136
97330_201112-387729-01	64110_201409-352913-03	protesters	Those who oppose	0.46948898
97330_201112-387729-01	51320_201505-240401-01	protesters	traitors	0.5144451
97330_201112-387729-01	64110_201709-358207-01	protesters	Witnesses	0.47651654
97330_201112-387729-01	171101_199707-302405-01	protesters	activist	0.5333556
97330_201112-387729-01	11620_199109-391188-01	protesters	those who are threatened	0.5020124
97330_201112-387729-01	41113_202109-173128-01	protesters	those who are behind	0.49015623
97330_201112-387729-01	21914_200305-55558-01	protesters	citizens in difficult situations	0.46737236
97330_201112-387729-01	86421_199805-257723-01	protesters	the guerrillas	0.46952403
61320_202011-434604-01	35120_201910-375440-02	conservationists	Those who cause environmental damage	0.52758
61320_202011-434604-01	41112_199012-127013-03	conservationists	globalists	0.5144948
61320_202011-434604-01	21111_201006-73720-02	conservationists	ecologists	0.6261841
61320_202011-434604-01	42110_200610-12884-02	conservationists	the environment	0.5034724
61320_202011-434604-01	51320_201912-249295-02	conservationists	Savers	0.45261702
61320_202011-434604-01	63110_201607-02994-03	conservationists	historians	0.45555925
61320_202011-434604-01	14110_201904-203971-02	conservationists	The ideologists	0.4634754
61320_202011-434604-01	41521_202109-177584-02	conservationists	pioneers	0.4758908
61320_202011-434604-01	51620_197905-222701-02	conservationists	Stewards of our environment	0.60621274
61320_202011-434604-01	21111_199111-31049-02	conservationists	advocates	0.49312964
61320_202011-434604-01	87071_201810-301900-02	conservationists	educational curators	0.47219682
61320_202011-434604-01	41320_199809-135608-02	conservationists	gardeners	0.50011396
61320_202011-434604-01	12951_200909-341390-02	conservationists	The user of natural resources	0.49625853
61320_202011-434604-01	21112_201905-89627-01	conservationists	naturalists	0.61649275
61320_202011-434604-01	171101_199707-302405-01	conservationists	activist	0.48729926
61320_202011-434604-01	41113_201709-162441-01	conservationists	all volunteers in the environment and nature conservation	0.595037
61320_202011-434604-01	83110_201103-196697-01	conservationists	environmental lawyers	0.48779082
61320_202011-434604-01	92436_200710-361309-01	conservationists	the climate scientists	0.5257653
22722_201006-324771-01	92436_201110-364184-02	foreign consultants	Advisors	0.5650113
22722_201006-324771-01	61620_198811-413549-03	foreign consultants	teachers from abroad	0.47213674
22722_201006-324771-01	61320_202011-433870-02	foreign consultants	freelancers	0.53214526
22722_201006-324771-01	21112_201405-86482-02	foreign consultants	interns	0.4616592
22722_201006-324771-01	21914_200305-55460-07	foreign consultants	consultants	0.7872509
22722_201006-324771-01	92436_201110-363222-02	foreign consultants	foreign spouses	0.5951061
92712_199110-359840-01	86421_199805-256555-02	consumers of health care	people without health insurance	0.53741
92712_199110-359840-01	31720_200206-210090-02	consumers of health care	almost all healthcare stakeholders	0.59595746
92712_199110-359840-01	41113_201709-163470-01	consumers of health care	electricity consumers	0.55161095
92712_199110-359840-01	14820_201504-203228-02	consumers of health care	European consumers	0.5198201
92712_199110-359840-01	41113_200209-137554-02	consumers of health care	critical consumers	0.5265434
92712_199110-359840-01	41113_201309-153626-02	consumers of health care	Norwegian consumers	0.50588256
92712_199110-359840-01	21914_199906-51820-02	consumers of health care	Prominent consumer advocates	0.5514046
34512_199609-252825-01	21914_198510-27746-02	national troop contingents	national	0.48677507
34512_199609-252825-01	42110_198611-04048-02	national troop contingents	German troops	0.45387504
34512_199609-252825-01	51951_201505-243411-02	national troop contingents	militia	0.46343374
34512_199609-252825-01	41113_200909-146624-03	national troop contingents	Personnel who voluntarily sign contracts for participation in Norwegian contingents of international forces for the United Nations and/or NATO	0.45916548
34512_199609-252825-01	92436_201110-364186-02	national troop contingents	the reserve forces	0.4927
34512_199609-252825-01	41320_200509-143262-02	national troop contingents	civilian peacekeepers	0.51760644
34512_199609-252825-01	21112_198712-28581-01	national troop contingents	childrens soldiers	0.48712003
42710_200610-13732-01	23112_198906-292612-01	people paying contributions	Investors	0.4599531
42710_200610-13732-01	22110_200205-317143-03	people paying contributions	debtors	0.49899852
42710_200610-13732-01	61320_201611-431137-04	people paying contributions	Account holders	0.469927
42710_200610-13732-01	92436_201910-370091-02	people paying contributions	money holders	0.5270746
